id,curve_component,tenor,tenor_value,tenor_unit,rating,sector,source_name,product_variant_name,created_by,modified_by,created_date,modified_date,active_from,active_to,is_active_flag
1257,FIMMDA_NBFC_7Y_AA+,7Y,7.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1258,FIMMDA_NBFC_8Y_AA+,8Y,8.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1259,FIMMDA_NBFC_9Y_AA+,9Y,9.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1260,FIMMDA_NBFC_10Y_AA+,10Y,10.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1261,FIMMDA_NBFC_15Y_AA+,15Y,15.0,Y,AA+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1262,FIMMDA_NBFC_0.5Y_BBB-,6M,6.0,M,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1263,FIMMDA_NBFC_1Y_BBB-,1Y,1.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1264,FIMMDA_NBFC_2Y_BBB-,2Y,2.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1265,FIMMDA_NBFC_3Y_BBB-,3Y,3.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1266,FIMMDA_NBFC_4Y_BBB-,4Y,4.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1267,FIMMDA_NBFC_5Y_BBB-,5Y,5.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1268,FIMMDA_NBFC_6Y_BBB-,6Y,6.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1269,FIMMDA_NBFC_7Y_BBB-,7Y,7.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1270,FIMMDA_NBFC_8Y_BBB-,8Y,8.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1271,FIMMDA_NBFC_9Y_BBB-,9Y,9.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1272,FIMMDA_NBFC_10Y_BBB-,10Y,10.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1273,FIMMDA_NBFC_15Y_BBB-,15Y,15.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1274,FIMMDA_NBFC_BBB-_DEFAULT_0.5Y,0.5Y,0.5,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1275,FIMMDA_NBFC_BBB-_DEFAULT_1Y,1Y,1.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1276,FIMMDA_NBFC_BBB-_DEFAULT_2Y,2Y,2.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1277,FIMMDA_NBFC_BBB-_DEFAULT_3Y,3Y,3.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1278,FIMMDA_NBFC_BBB-_DEFAULT_4Y,4Y,4.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1279,FIMMDA_NBFC_BBB-_DEFAULT_5Y,5Y,5.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1280,FIMMDA_NBFC_BBB-_DEFAULT_6Y,6Y,6.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1281,FIMMDA_NBFC_BBB-_DEFAULT_7Y,7Y,7.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1282,FIMMDA_NBFC_BBB-_DEFAULT_8Y,8Y,8.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1283,FIMMDA_NBFC_BBB-_DEFAULT_9Y,9Y,9.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1284,FIMMDA_NBFC_BBB-_DEFAULT_10Y,10Y,10.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1285,FIMMDA_NBFC_BBB-_DEFAULT_15Y,15Y,15.0,Y,BBB-,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1286,FIMMDA_NBFC_0.5Y_BBB+,6M,6.0,M,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1287,FIMMDA_NBFC_1Y_BBB+,1Y,1.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1288,FIMMDA_NBFC_2Y_BBB+,2Y,2.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1289,FIMMDA_NBFC_3Y_BBB+,3Y,3.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1290,FIMMDA_NBFC_4Y_BBB+,4Y,4.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1291,FIMMDA_NBFC_5Y_BBB+,5Y,5.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1292,FIMMDA_NBFC_6Y_BBB+,6Y,6.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1293,FIMMDA_NBFC_7Y_BBB+,7Y,7.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1294,FIMMDA_NBFC_8Y_BBB+,8Y,8.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1295,FIMMDA_NBFC_9Y_BBB+,9Y,9.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1296,FIMMDA_NBFC_10Y_BBB+,10Y,10.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1297,FIMMDA_NBFC_15Y_BBB+,15Y,15.0,Y,BBB+,NBFC,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1298,FIMMDA_PSU_FI_BANKS_0.5Y_A,6M,6.0,M,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1299,FIMMDA_PSU_FI_BANKS_1Y_A,1Y,1.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1300,FIMMDA_PSU_FI_BANKS_2Y_A,2Y,2.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1301,FIMMDA_PSU_FI_BANKS_3Y_A,3Y,3.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1302,FIMMDA_PSU_FI_BANKS_4Y_A,4Y,4.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1303,FIMMDA_PSU_FI_BANKS_5Y_A,5Y,5.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1304,FIMMDA_PSU_FI_BANKS_6Y_A,6Y,6.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1305,FIMMDA_PSU_FI_BANKS_7Y_A,7Y,7.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1306,FIMMDA_PSU_FI_BANKS_8Y_A,8Y,8.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1307,FIMMDA_PSU_FI_BANKS_9Y_A,9Y,9.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1308,FIMMDA_PSU_FI_BANKS_10Y_A,10Y,10.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1309,FIMMDA_PSU_FI_BANKS_15Y_A,15Y,15.0,Y,A,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1310,FIMMDA_PSU_FI_BANKS_0.5Y_A-,6M,6.0,M,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1311,FIMMDA_PSU_FI_BANKS_1Y_A-,1Y,1.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1312,FIMMDA_PSU_FI_BANKS_2Y_A-,2Y,2.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1313,FIMMDA_PSU_FI_BANKS_3Y_A-,3Y,3.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1314,FIMMDA_PSU_FI_BANKS_4Y_A-,4Y,4.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1315,FIMMDA_PSU_FI_BANKS_5Y_A-,5Y,5.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1316,FIMMDA_PSU_FI_BANKS_6Y_A-,6Y,6.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1317,FIMMDA_PSU_FI_BANKS_7Y_A-,7Y,7.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1318,FIMMDA_PSU_FI_BANKS_8Y_A-,8Y,8.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1319,FIMMDA_PSU_FI_BANKS_9Y_A-,9Y,9.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1320,FIMMDA_PSU_FI_BANKS_10Y_A-,10Y,10.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1321,FIMMDA_PSU_FI_BANKS_15Y_A-,15Y,15.0,Y,A-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1322,FIMMDA_PSU_FI_BANKS_0.5Y_A+,6M,6.0,M,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1323,FIMMDA_PSU_FI_BANKS_1Y_A+,1Y,1.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1324,FIMMDA_PSU_FI_BANKS_2Y_A+,2Y,2.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1325,FIMMDA_PSU_FI_BANKS_3Y_A+,3Y,3.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1326,FIMMDA_PSU_FI_BANKS_4Y_A+,4Y,4.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1327,FIMMDA_PSU_FI_BANKS_5Y_A+,5Y,5.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1328,FIMMDA_PSU_FI_BANKS_6Y_A+,6Y,6.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1329,FIMMDA_PSU_FI_BANKS_7Y_A+,7Y,7.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1330,FIMMDA_PSU_FI_BANKS_8Y_A+,8Y,8.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1331,FIMMDA_PSU_FI_BANKS_9Y_A+,9Y,9.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1332,FIMMDA_PSU_FI_BANKS_10Y_A+,10Y,10.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1333,FIMMDA_PSU_FI_BANKS_15Y_A+,15Y,15.0,Y,A+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1334,FIMMDA_CB_PSU_FI_BANKS_4Y_AA,4Y,4.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1335,FIMMDA_CB_PSU_FI_BANKS_6Y_AA,6Y,6.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1336,FIMMDA_CB_PSU_FI_BANKS_8Y_AA,8Y,8.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1337,FIMMDA_CB_PSU_FI_BANKS_9Y_AA,9Y,9.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1338,FIMMDA_PSU_FI_BANKS_0.5Y_AA-,6M,6.0,M,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1339,FIMMDA_PSU_FI_BANKS_1Y_AA-,1Y,1.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1340,FIMMDA_PSU_FI_BANKS_2Y_AA-,2Y,2.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1341,FIMMDA_PSU_FI_BANKS_3Y_AA-,3Y,3.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1342,FIMMDA_PSU_FI_BANKS_4Y_AA-,4Y,4.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1343,FIMMDA_PSU_FI_BANKS_5Y_AA-,5Y,5.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1344,FIMMDA_PSU_FI_BANKS_6Y_AA-,6Y,6.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1345,FIMMDA_PSU_FI_BANKS_7Y_AA-,7Y,7.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1346,FIMMDA_PSU_FI_BANKS_8Y_AA-,8Y,8.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1347,FIMMDA_PSU_FI_BANKS_9Y_AA-,9Y,9.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1348,FIMMDA_PSU_FI_BANKS_10Y_AA-,10Y,10.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1349,FIMMDA_PSU_FI_BANKS_15Y_AA-,15Y,15.0,Y,AA-,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
1350,FIMMDA_PSU_FI_BANKS_0.5Y_AA+,6M,6.0,M,AA+,PSU_FI_BANKS,FIMMDA,None,revolutio_admin2.antarescentral,revolutio_admin2.antarescentral,2024-11-18 23:09:56,2024-11-18 23:09:56,2024-11-18 23:09:56,2099-07-05 05:30:00,Yes
