id,curve_component,tenor,tenor_value,tenor_unit,rating,sector,source_name,product_variant_name,created_by,modified_by,created_date,modified_date,active_from,active_to,is_active_flag
1042,FIMMDA_CB_CORP_4Y_AA,4Y,4.0,Y,AA,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1043,FIMMDA_CB_CORP_6Y_AA,6Y,6.0,Y,AA,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1044,FIMMDA_CB_CORP_8Y_AA,8Y,8.0,Y,AA,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1045,FIMMDA_CB_CORP_9Y_AA,9Y,9.0,Y,AA,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1046,FIMMDA_CB_CORP_4Y_BBB,4Y,4.0,Y,BBB,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1047,FIMMDA_CB_CORP_6Y_BBB,6Y,6.0,Y,BBB,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1048,FIMMDA_CB_CORP_8Y_BBB,8Y,8.0,Y,BBB,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1049,FIMMDA_CB_CORP_9Y_BBB,9Y,9.0,Y,BBB,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1050,FIMMDA_CB_NBFC_4Y_AA,4Y,4.0,Y,AA,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1051,FIMMDA_CB_NBFC_6Y_AA,6Y,6.0,Y,AA,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1052,FIMMDA_CB_NBFC_8Y_AA,8Y,8.0,Y,AA,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1053,FIMMDA_CB_NBFC_9Y_AA,9Y,9.0,Y,AA,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1054,FIMMDA_CB_NBFC_4Y_BBB,4Y,4.0,Y,BBB,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1055,FIMMDA_CB_NBFC_6Y_BBB,6Y,6.0,Y,BBB,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1056,FIMMDA_CB_NBFC_8Y_BBB,8Y,8.0,Y,BBB,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1057,FIMMDA_CB_NBFC_9Y_BBB,9Y,9.0,Y,BBB,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1058,FIMMDA_CB_PSU_FI_4Y_AA,4Y,4.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1059,FIMMDA_CB_PSU_FI_6Y_AA,6Y,6.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1060,FIMMDA_CB_PSU_FI_8Y_AA,8Y,8.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1061,FIMMDA_CB_PSU_FI_9Y_AA,9Y,9.0,Y,AA,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1062,FIMMDA_CB_PSU_FI_4Y_BBB,4Y,4.0,Y,BBB,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1063,FIMMDA_CB_PSU_FI_6Y_BBB,6Y,6.0,Y,BBB,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1064,FIMMDA_CB_PSU_FI_8Y_BBB,8Y,8.0,Y,BBB,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1065,FIMMDA_CB_PSU_FI_9Y_BBB,9Y,9.0,Y,BBB,PSU_FI_BANKS,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1066,FIMMDA_CB_NBFC_8Y_AA-,8Y,8.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1067,FIMMDA_CB_NBFC_9Y_AA-,9Y,9.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1068,FIMMDA_CB_NBFC_10Y_AA-,10Y,10.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1069,FIMMDA_CB_NBFC_15Y_AA-,15Y,15.0,Y,AA-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1070,FIMMDA_CB_NBFC_0.5Y_A+,0.5Y,0.5,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1071,FIMMDA_CB_NBFC_1Y_A+,1Y,1.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1072,FIMMDA_CB_NBFC_2Y_A+,2Y,2.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1073,FIMMDA_CB_NBFC_3Y_A+,3Y,3.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1074,FIMMDA_CB_NBFC_4Y_A+,4Y,4.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1075,FIMMDA_CB_NBFC_5Y_A+,5Y,5.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1076,FIMMDA_CB_NBFC_6Y_A+,6Y,6.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1077,FIMMDA_CB_NBFC_7Y_A+,7Y,7.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1078,FIMMDA_CB_NBFC_8Y_A+,8Y,8.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1079,FIMMDA_CB_NBFC_9Y_A+,9Y,9.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1080,FIMMDA_CB_NBFC_10Y_A+,10Y,10.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1081,FIMMDA_CB_NBFC_15Y_A+,15Y,15.0,Y,A+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1082,FIMMDA_CB_NBFC_0.5Y_A,0.5Y,0.5,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1083,FIMMDA_CB_NBFC_1Y_A,1Y,1.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1084,FIMMDA_CB_NBFC_2Y_A,2Y,2.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1085,FIMMDA_CB_NBFC_3Y_A,3Y,3.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1086,FIMMDA_CB_NBFC_4Y_A,4Y,4.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1087,FIMMDA_CB_NBFC_5Y_A,5Y,5.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1088,FIMMDA_CB_NBFC_6Y_A,6Y,6.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1089,FIMMDA_CB_NBFC_7Y_A,7Y,7.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1090,FIMMDA_CB_NBFC_8Y_A,8Y,8.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1091,FIMMDA_CB_NBFC_9Y_A,9Y,9.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1092,FIMMDA_CB_NBFC_10Y_A,10Y,10.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1093,FIMMDA_CB_NBFC_15Y_A,15Y,15.0,Y,A,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1094,FIMMDA_CB_NBFC_0.5Y_A-,0.5Y,0.5,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1095,FIMMDA_CB_NBFC_1Y_A-,1Y,1.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1096,FIMMDA_CB_NBFC_2Y_A-,2Y,2.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1097,FIMMDA_CB_NBFC_3Y_A-,3Y,3.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1098,FIMMDA_CB_NBFC_4Y_A-,4Y,4.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1099,FIMMDA_CB_NBFC_5Y_A-,5Y,5.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1100,FIMMDA_CB_NBFC_6Y_A-,6Y,6.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1101,FIMMDA_CB_NBFC_7Y_A-,7Y,7.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1102,FIMMDA_CB_NBFC_8Y_A-,8Y,8.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1103,FIMMDA_CB_NBFC_9Y_A-,9Y,9.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1104,FIMMDA_CB_NBFC_10Y_A-,10Y,10.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1105,FIMMDA_CB_NBFC_15Y_A-,15Y,15.0,Y,A-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1106,FIMMDA_CB_NBFC_0.5Y_BBB+,0.5Y,0.5,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1107,FIMMDA_CB_NBFC_1Y_BBB+,1Y,1.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1108,FIMMDA_CB_NBFC_2Y_BBB+,2Y,2.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1109,FIMMDA_CB_NBFC_3Y_BBB+,3Y,3.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1110,FIMMDA_CB_NBFC_4Y_BBB+,4Y,4.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1111,FIMMDA_CB_NBFC_5Y_BBB+,5Y,5.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1112,FIMMDA_CB_NBFC_6Y_BBB+,6Y,6.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1113,FIMMDA_CB_NBFC_7Y_BBB+,7Y,7.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1114,FIMMDA_CB_NBFC_8Y_BBB+,8Y,8.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1115,FIMMDA_CB_NBFC_9Y_BBB+,9Y,9.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1116,FIMMDA_CB_NBFC_10Y_BBB+,10Y,10.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1117,FIMMDA_CB_NBFC_15Y_BBB+,15Y,15.0,Y,BBB+,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1118,FIMMDA_CB_NBFC_0.5Y_BBB-,0.5Y,0.5,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1119,FIMMDA_CB_NBFC_1Y_BBB-,1Y,1.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1120,FIMMDA_CB_NBFC_2Y_BBB-,2Y,2.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1121,FIMMDA_CB_NBFC_3Y_BBB-,3Y,3.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1122,FIMMDA_CB_NBFC_4Y_BBB-,4Y,4.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1123,FIMMDA_CB_NBFC_5Y_BBB-,5Y,5.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1124,FIMMDA_CB_NBFC_6Y_BBB-,6Y,6.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1125,FIMMDA_CB_NBFC_7Y_BBB-,7Y,7.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1126,FIMMDA_CB_NBFC_8Y_BBB-,8Y,8.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1127,FIMMDA_CB_NBFC_9Y_BBB-,9Y,9.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1128,FIMMDA_CB_NBFC_10Y_BBB-,10Y,10.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1129,FIMMDA_CB_NBFC_15Y_BBB-,15Y,15.0,Y,BBB-,NBFC,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1130,FIMMDA_CB_CORP_0.5Y_AA+,0.5Y,0.5,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1131,FIMMDA_CB_CORP_1Y_AA+,1Y,1.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1132,FIMMDA_CB_CORP_2Y_AA+,2Y,2.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1133,FIMMDA_CB_CORP_3Y_AA+,3Y,3.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1134,FIMMDA_CB_CORP_4Y_AA+,4Y,4.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1135,FIMMDA_CB_CORP_5Y_AA+,5Y,5.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1136,FIMMDA_CB_CORP_6Y_AA+,6Y,6.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1137,FIMMDA_CB_CORP_7Y_AA+,7Y,7.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1138,FIMMDA_CB_CORP_8Y_AA+,8Y,8.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1139,FIMMDA_CB_CORP_9Y_AA+,9Y,9.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1140,FIMMDA_CB_CORP_10Y_AA+,10Y,10.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1141,FIMMDA_CB_CORP_15Y_AA+,15Y,15.0,Y,AA+,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
1142,FIMMDA_CB_CORP_0.5Y_AA-,0.5Y,0.5,Y,AA-,CORP,FIMMDA,None,alm_dev2.antarescentral,alm_dev2.antarescentral,2024-10-04 16:46:29,2024-10-04 16:46:29,2024-10-04 16:46:29,2099-07-05 00:00:00,Yes
